pn,sheet,cluster,man,model,name,cat,qty,unit,verdict,stock_grade,in_stock,stock_qty,lead_time,covers_qty,seller,seller_country,seller_url,seller_kind,price,currency,pack_qty,price_usd,unit_price,line_value_full_volume,in_firm_total,our_usd_lo,our_usd_hi,our_conf,price_gap,real_maker,real_pn,substitute,checked_by,note,rv_verdict,rv_price_usd,rv_maker,rv_channel,rv_blocker,rv_next_step,addressee_1,addressee_2,addressee_3,addressee_4
1053928-3,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 60S,РЕЛЕ ДАВЛЕНИЯ Солар Taurus 60S 1053928-3,электрика и автоматика,2,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,не установлен; по классу — Dwyer / United Electric / Barksdale / CCS,,"Dwyer 1900/1950 (низкое давление, in H2O), United Electric J120/H100 или Ashcroft B-series — подбор по уставке",сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Точный дэш -3 не подтверждён. По сниппету каталога Solar соседний 1053928-6 — уставка 10 in-H2O, контакт SPDT, то есть это реле НИЗКОГО давления (дюймы водяного столба), скорее всего на перепаде в укрытии/вентиляции, а не на газе. Такие реле Solar не делает — это покупное изделие. Чтобы закрыть позицию серийным аналогом, запросить у заказчика: уставку и её направление, диапазон, тип контакта, присоединение, среду и требуемое Ex-исполнение. Поиском наличие не подтверждено.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1053929-6,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70,"ПЕРЕКЛЮЧАТЕЛЬ Солар Taurus 70, ПЕРЕПАД ДАВЛЕНИЯ, 6 PSIG, ДВУХПОЛЮСНЫЙ ДВУХПОЗИЦИОННЫЙ,  ВОЗДУХ, СТЕКЛОВОЛОКНО 1053929-6",электрика и автоматика,1,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (shop.solarturbines.com),,https://shop.solarturbines.com/ShopSolar/category/products/electronic/switches/differential-pressure-switch/0ZGUm0000000AT0OAM,oem,,USD,1,,,,нет,,,,,,,"реле перепада давления DPDT на воздух, уставка 6 psig: Barksdale D2H / Dwyer 1950 / SOR 102-серия",сплошная проверка остатка 09.2026,"Семейство подтверждено в каталоге Solar: 1053929-7 (20 psig), -10 (35 psig), -15 (8 psig), -16 (2 psig) — то есть суффикс кодирует уставку. Варианта -6 в открытом индексе нет; при этом существует 1053930-8 Switch, Dp, 6 Psig, DPDT, Air, Dual. Уточнить у заказчика правильность номера. Цена и остаток Solar за дилерским логином. Для серийной замены нужны: уставка и гистерезис, присоединение, материал мембраны, класс взрывозащиты корпуса.",,,,,,,Solar Turbines | USA |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1060367-2,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70,ПЛАТА Солар Taurus 70 ЗАРЯДНОГО УСТРОЙСТВА 1060367-2,электрика и автоматика,1,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (shop.solarturbines.com),,https://shop.solarturbines.com/ShopSolar/category/products/electronic/batteries-battery-components-and-cabinet/battery-charger-control-board/0ZGUm0000000AUXOA2,oem,,USD,1,,,,нет,,,,,,,,сплошная проверка остатка 09.2026,"Плата ЗУ аккумуляторов пакета Taurus 70. Solar зарядные устройства не делает: под её шильдой стоит покупное ЗУ, и плату надо брать у его изготовителя. Действие: снять шильду ЗУ в шкафу (изготовитель, модель, 24/125 В DC, ток) и запросить плату напрямую. Типовые поставщики ЗУ на пакетах Solar/Caterpillar: LaMarche, HindlePower, SENS, AMETEK Solidstate Controls — кандидаты, не подтверждены. Продавец поиском не подтверждён: номер в вебе не индексируется, поисковики в сессии недоступны.",,,,,,,Solar Turbines | USA |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1064851-1,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"ПЕРЕКЛЮЧАТЕЛЬ Солар Taurus 70MD, КНОПКА, 3PST, ЧЕРНЫЙ 1064851-1",электрика и автоматика,2,шт,oem_only,нет,unknown,,,unknown,Solar Turbines PartStore,US,https://shop.solarturbines.com/electronic/switches/pushbutton-switch/1064851-1,oem,,USD,1,,,,нет,,,,,не подтверждён; по практике пакетов Solar — Allen-Bradley 800T (30 мм),,"Allen-Bradley 800T: чёрная кнопка 30 мм + три блока контактов (напр. 800T-D + 800T-XA), либо Schneider XB4/Harmony 22 мм при смене посадочного",сплошная проверка остатка 09.2026,"Карточка Solar подтверждена ('Switch, Pushbutton, 3PST, Black'), цена и остаток за логином дилера — анонимно 404. Кнопку Solar не производит, это покупное изделие. Связать 1064851-1 с конкретным номером AB поиском не удалось. Для подбора серийного аналога уточнить у заказчика: диаметр посадочного отверстия (30 или 22 мм), моментальный/фиксируемый, число и тип контактов (3 замыкающих?), надпись на шильдике, степень защиты и нужно ли Ex-исполнение.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1064851-2,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"ПЕРЕКЛЮЧАТЕЛЬ Солар Taurus 70MD, 3-ПОЗИЦИОННЫЙ 1064851-2",электрика и автоматика,1,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (shop.solarturbines.com),,https://shop.solarturbines.com/electronic/switches/selector-switch/1064851-2,oem,,USD,1,,,,нет,,,,,,,"3-позиционный селекторный переключатель 22 мм: Allen-Bradley 800F/800T, Schneider Harmony XB4, Siemens SIRIUS ACT 3SU1",сплошная проверка остатка 09.2026,"Карточка Solar подтверждена: 1064851-2 Switch, Selector, 3-position (в том же семействе 1064851-3 — ключевой, 3-position, NO/NC). Цена и остаток за дилерским логином. Это типовой командный аппарат на дверь шкафа, закрывается серийной заменой любого из трёх крупных изготовителей. У заказчика уточнить: диаметр выреза (22 или 30 мм), схему контактов и возврат (с фиксацией/самовозврат), степень защиты, материал (металл/пластик).",,,,,,,Solar Turbines | USA |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1064851-4,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"ПЕРЕКЛЮЧАТЕЛЬ, КНОПКА Солар Taurus 70MD 1064851-4",электрика и автоматика,2,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,не подтверждён; по практике пакетов Solar — Allen-Bradley 800T (30 мм),,"Allen-Bradley 800T, 30 мм — исполнение по шильде (цвет/тип головки/набор контактов)",сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Тот же корень 1064851, что и у поз. 1064851-1, но карточку именно дэша -4 подтвердить не удалось — поиском не найдена. В заявке описание обрезано до 'ПЕРЕКЛЮЧАТЕЛЬ, КНОПКА' без цвета и схемы контактов, то есть отличие от -1 (3PST, чёрный) неизвестно: это может быть другой цвет, другая головка (грибок/с фиксацией) или другой набор контактов. Заказывать вслепую нельзя — запросить у заказчика фото кнопки и её шильды, дальше закрывать серийным AB 800T вместе с поз. 1064851-1.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1071411-1,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70 и Taurus 70MD (унифицированнные),"РЕЛЕ, ТАЙМЕР, РЕГУЛИРУЕМОЕ СОЛАР Taurus 70 и Taurus 70MD (унифицированнные) 1071411-1",электрика и автоматика,12,шт,oem_only,нет,unknown,,по запросу,unknown,Solar Turbines (Shop Solar),US,https://shop.solarturbines.com/electronic/relays/relay-timer/1071411-1,oem,,USD,1,,,,нет,60,400,B,,,,,проверка 505 строк 09.2026,"Точный PN подтверждён в официальном магазине Solar Turbines как 'Relay, Timer, Adjustable'. Цена и остаток за логином (страница отдаёт только cookie-заглушку). Независимых складских продавцов на этот PN не найдено. Под ним почти наверняка серийное реле времени (Idec/Omron/Siemens) — для альтернативы нужен шильдик.","НЕЧЕМ ПРОВЕРИТЬ. Цены на открытых страницах не увидено ни по номеру Solar 1071411-1, ни по номеру изготовителя KOP160J7MWVPN22.",,Saia,"Изготовитель комплектующего — Saia-Burgess. Открытых витрин с ценой именно на исполнение KOP160J7MWVPN22 открыть не удалось; листинги вторичного рынка есть, но площадка отдала 403. Канал изготовителя комплекта — Solar Turbines PartStore, карточка «Relay, Timer, Adjustable» подтверждена нашей библиотекой, цена за входом в кабинет.","Цены нет ни по номеру Solar, ни по номеру изготовителя. Данные с изделия желательны для подтверждения исполнения: НУЖНО С ИЗДЕЛИЯ: фотография шильдика реле времени (полный тип изделия), напряжение питания и рода тока, диапазон выдержки времени, тип и число контактов, способ монтажа (цоколь, DIN-рейка).",Запросить 12 шт у дистрибьюторов Saia-Burgess по номеру KOP160J7MWVPN22 — это и есть вскрытый конкурентный канал мимо каталога Solar.,Solar Turbines | US |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1071411-3,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70 и Taurus 70MD (унифицированнные),"РЕЛЕ, ТАЙМЕР, СТОРОЖЕВОЙ ТАЙМЕР, 24 В ПОСТ. ТОКА, 2 СОЛАР Taurus 70 и Taurus 70MD (унифицированнные) 1071411-3",электрика и автоматика,2,шт,oem_only,нет,unknown,,,unknown,Solar Turbines PartStore,USA,https://shop.solarturbines.com/electronic/relays/relay-timer/1071411-3,oem,,USD,1,,,,нет,,,,,,,"вставное реле времени / watchdog-таймер 24 В DC, 8-pin octal (класс Macromatic TR-6182U, ATC, Syrelec)",сплошная проверка остатка 09.2026,"Карточка в каталоге Solar существует (родственная 1071411-1 = Relay, Timer, Adjustable), но анонимно shop.solarturbines.com отдаёт 404 — цена и остаток за дилерским логином. Независимого склада под 1071411-3 нет. Реле-таймеры Solar не делает, это покупной узел, но конкретного изготовителя по номеру не установил. Для подбора серийного аналога уточнить у заказчика: диапазон выдержки, тип функции (watchdog/задержка на включение), число и тип контактов, цоколь, номинал 24 В DC.",,,,,,,Solar Turbines | USA |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1076251-1,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 60S,"РЕЛЕ, 24 В ПОСТ. ТОКА, 10 А Солар Taurus 60 1076251-1",электрика и автоматика,1,шт,pn_not_found,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,,,,,,,реле 11-pin 3PDT 10 А с катушкой 24 В DC: Releco C3-A30X/DC24V (TURCK) или Finder 60.13.9.024 + колодка 90.21,сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Поиском не подтверждено: карточки именно 1076251-1 нет ни в открытом индексе Solar, ни на вторичном рынке. В каталоге Solar рядом стоит 1071777-1 Relay, DPDT, 24 Vdc, 10 A — то есть речь о типовом промышленном реле. Закрывается серийной заменой. У заказчика уточнить: число и тип контактов (DPDT или 3PDT), цоколёвку (8/11 контактов), наличие индикации и диода, требуется ли колодка отдельной строкой.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1087360,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70,"АВТОМАТИЧЕСКИЙ ВЫКЛЮЧАТЕЛЬ Солар Taurus 70,  ОДНОПОЛЮСНЫЙ ОДНОПОЗИЦИОННЫЙ, РЕЙКА 1087360",электрика и автоматика,1,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (shop.solarturbines.com),,https://shop.solarturbines.com/DefaultStore/electronic/circuit-breaker/1087361,oem,,USD,1,,,,нет,,,,,,,"автомат SPST на DIN-рейку с винтовыми клеммами, 277 В AC / 65 В DC: E-T-A 2210-T или Carling серии C",сплошная проверка остатка 09.2026,"Прямой карточки 1087360 в открытом индексе нет, но подтверждён соседний 1087361 Breaker, Circuit, 15.0 A, SPST и парный 1087370 Breaker, Circuit, 20 A, DPST, Rail (277 В AC / 65 В DC, винтовые клеммы) — то есть семейство 10873xx это рейковые автоматы одного ряда. В заявке для -360 не указан номинальный ток: это блокирующий пробел, запросить у заказчика ампераж по шильде. Цена и остаток Solar за дилерским логином.",,,,,,,Solar Turbines | USA |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1087370,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"АВТОМАТИЧЕСКИЙ ВЫКЛЮЧАТЕЛЬ Солар Taurus 70MD, 20 A,  ДВУХПОЛЮСНЫЙ ОДНОПОЗИЦИОННЫЙ, РЕЙКА 1087370",электрика и автоматика,1,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (shop.solarturbines.com),,https://shop.solarturbines.com/electronic/circuit-breaker/1087370,oem,,USD,1,,,,нет,,,,,,,"автомат DPST на DIN-рейку, 20 А, 277 В AC / 65 В DC, винтовые клеммы: E-T-A 2210-T или Carling серии C",сплошная проверка остатка 09.2026,"Карточка Solar подтверждена и дала полную спецификацию: 1087370 Breaker, Circuit, 20 A, DPST, Rail — 277 В AC и 65 В DC, винтовые клеммы. Цена и остаток за дилерским логином (аноним 404). Сочетание 277 В AC / 65 В DC с рейковым монтажом характерно для гидравлико-магнитных автоматов E-T-A серии 2210 и Carling — это и есть вероятный первоисточник под шильдой Solar, но номер поиском не подтверждён. Для точного подбора уточнить кривую отключения (по шильде) и наличие вспомогательного контакта.",,,,,,,Solar Turbines | USA |  | +1 619-544-5352 | по этой детали,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1088442-4,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"ИСТОЧНИК ПИТАНИЯ Солар Taurus 70MD, 92 ВТ, 24 ВТ ПЕРЕМ. ТОКА, 24 1088442-4",электрика и автоматика,1,шт,pn_not_found,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,,,,,,,"SolaHD (Emerson) SDN 4-24-100 — DIN-рейка, 24 В пост., 3,8 А, 91,2 Вт (кандидат по совпадению мощности, требует сверки с шильдой)",сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Блок питания шкафа управления Turbotronic. Родственная позиция 1286570-1 (1260 Вт/28 В) достоверно опознана как SolaHD (Emerson) STP 42-28-100 — значит БП в панелях Solar делает SolaHD. 92 Вт при 24 В = 3,8 А, что точно совпадает с серийным SolaHD SDN 4-24-100 (24 В, 3,8 А, 91,2 Вт), но по шильде это НЕ подтверждено. Нужны: фото шильды, входное напряжение (24 В перем. или 115/230 В), тип монтажа (DIN-рейка/панель). Продавца по номеру Solar поиском не найдено.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1089241-28,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"ИСТОЧНИК ПИТАНИЯ Солар Taurus 70MD, 42 ВТ, 24 В ПОСТ. ТОКА 1089241-28",электрика и автоматика,1,шт,in_stock,твёрдый,yes,5,"срок отгрузки на странице не указан; складская позиция трейдера, подтверждается по запросу",full,HardToGet.Parts,Россия,https://hardtoget.parts/stock-list/,aftermarket,2500.0,EUR,1,2900.7772,2900.7772,2900.78,да,,,,,,,,сплошная проверка остатка 09.2026,"Есть в наличии: HardToGet.Parts (Москва) — 5 шт по 2500 EUR/шт. Это страница сток-листа, не карточка магазина: цену, наличие и срок подтверждать запросом. Семейство 1089240/1089241/1051931 — перешильдованный Allen-Bradley FLEX I/O 1794 (в том же листе 'Base, Terminal, Spring' = 1794-TB3S, 'Module, Flex, Discrete, 16 In' = 1794-IB16). Сам БП 24 В / 1,75 А — серийная DIN-рейка, COTS-цена в разы ниже 2500 EUR. Для выхода на изготовителя нужно фото шильды.",НЕ ПОДТВЕРЖДЕНА,1934.97,,"Есть, и он ровно один — собственный магазин изготовителя shop.solarturbines.com (Solar Turbines / Caterpillar); это и есть авторизованный канал. Для заказа и для контрактной цены нужна учётная запись B2B; гостю отдаётся только list price. Сторонний канал по этому номеру отсутствует: во всём индексируемом вебе на «1089241-28» находятся ровно две страницы — карточка магазина Solar и список ЗИП по Centaur 50. Ни одного предложения дистрибьютора, сток-трейдера или брокера по этому номеру нет. Второй канал возможен только через настоящего изготовителя (Allen-Bradley / Rockwell) и только после того, как будет закреплён его каталожный номер.","Главное: наименование в строке противоречит номеру. 1089241-28 по каталогу изготовителя — блок питания 42 Вт / 24 В DC, а в заявке написано «КАБЕЛЬ В СБОРЕ». Либо заказчик дал не тот номер к своему кабелю, либо не то наименование к номеру — и от этого зависит всё: цена кабеля в сборе к прейскуранту блока питания отношения не имеет. Нужен ответ заказчика: шильдик снятого изделия, позиция по схеме панели управления или фото. До этого строку закрывать нельзя, а 1935 USD защищать можно только как цену блока питания 1089241-28, не как цену кабеля. Второе: чтобы искать дешевле заводского прейскуранта (а запас там большой — под шильдой Solar стоит серийный модуль Allen-Bradley), нужен каталожный номер Allen-Bradley, а для него — шильдик блока или чертёж/спецификация панели конкретной машины.",1935 USD за штуку,HardToGet.Parts | Россия | info@hardtoget.parts | +7 495 108-10-05;+7 495 108 10 05 | по этой детали,Solar Turbines | US |  | +1 619-544-5352 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер
1106298-1,Энергосети,Энергосети · Solar · электрика и автоматика,Solar,Taurus 70MD,"РЕЙКА, ПИТАНИЕ, БАРЬЕРНАЯ СИСТЕМА Солар Taurus 70MD 1106298-1",электрика и автоматика,2,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,предположительно Pepperl+Fuchs — у них это изделие так и называется Power Rail,"UPR-03 (Power Rail, профиль питания в DIN-рейку) + KFD2-EB2 (модуль ввода питания) — подтвердить по шильде",,сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Описание 'РЕЙКА, ПИТАНИЕ, БАРЬЕРНАЯ СИСТЕМА' почти дословно совпадает с Power Rail Pepperl+Fuchs: токоведущий профиль, вкладываемый в DIN-рейку, через который питаются барьеры K-System, плюс модуль ввода питания с контролем. Это же указывает, что и поз. 1053038-26 из этого листа — барьер P+F. Точный номер Solar поиском не найден, продавцов нет. Ход: снять шильду с рейки и модуля ввода в шкафу Taurus 70MD и заказать напрямую у P+F — расходная позиция, у OEM она с многократной наценкой.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер,Aeliya Marine | IN | sales@aeliyamarine.com;sales@aeliyamarinetech.com | +91 74860 18218;+91 97252 18537 | кластер,eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | кластер
1229373,Энергосети,Энергосети · Tyco Electronics · электрика и автоматика,Tyco Electronics,Реле,"Реле, артикул 1229373",электрика и автоматика,7,шт,pn_not_found,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,20,95,C,,,,,проверка 505 строк 09.2026,"ранняя проверка 08.2026: артикул не найден. Не найден. te.com/en/product-1229373.html -> HTTP 404; поиск по сайту TE Connectivity -> 0 результатов; агрегатор Findchips (Digi-Key, Mouser, Newark, Arrow и др.) -> «No results were found for 1229373». Похоже на внутренний номер сборки/заказчика, а не каталожный артикул TE. Для поиска нужен тип реле (серия, катушка, контакты) или фото шильдика.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | кластер,Classic Automation | США | sales@classicautomation.com | +1 585-241-6010 | кластер,Hangzhou Gas Turbine Parts | CN | info@gas-turbine-parts.com;saels@gas-turbine-parts.com | +86-571-89967020;+86 571 89967020 | кластер,Santa Clara Systems | USA | sales@santaclarasystems.com | +1 888-450-0301;+1 888 450 0301 | кластер
1233756,Энергосети,Энергосети · Finder · электрика и автоматика,Finder,"ПРИВОД ЭЛЕКТРОГИДРАВЛИЧЕСКИЙ, SIEMENS SKC62, 2800 N, 40мм, AC 24 В, DC 0..10 В 4...20 MA",Реле артикул 1233756,электрика и автоматика,14,шт,pn_not_found,нет,unknown,,,unknown,ONERGYS.de,,https://www.onergys.de/en/By-Manufacturer/Jenbacher/Relay-Jenbacher-1233756-original.html,unknown,0.0,USD,1,,,,нет,15,90,B,,,,,проверка 08.2026,"ранняя проверка 08.2026: ссылка-основание мертва. 403 Forbidden — страница не открылась, проверить PN и цену невозможно. Basis сам говорит 'позиция в каталоге, цена по запросу', то есть цены там и не было; вилка 15-90 USD построена на розничных реле Finder, а не на этом Jenbacher-артикуле.",,,,,,,ONERGYS.de |  |  |  | по этой детали,FactoryMation | US | support@factorymation.com | 1-800-972-0436 | кластер,Iggnita | Турция (Стамбул; офисы в Роттердаме и Ташкенте) | info@iggnita.com |  | кластер,Solar Turbines | US |  | +1 619-544-5352 | кластер
1240372,Энергосети,Энергосети · Finder · электрика и автоматика,Finder,Реле,"Реле, артикул 1240372",электрика и автоматика,7,шт,pn_not_found,нет,unknown,,,unknown,Elettronew (каталог Finder),,https://www.elettronew.com/en/prodotti/categoria/finder-522.html,unknown,0.0,USD,1,,,,нет,15,75,C,,,,,проверка 08.2026,"ранняя проверка 08.2026: артикул не найден. Ссылка ведёт на общую категорию реле Finder, а не на товар. Артикула 1240372 на странице НЕТ вообще. На странице реле Finder по 5,40-27,77 EUR — это чужие артикулы Finder, не Jenbacher. Вилка 15-75 USD — чистая экспертная догадка по типу детали, источником не подтверждена.",,,,,,,Elettronew |  |  |  | по этой детали,FactoryMation | US | support@factorymation.com | 1-800-972-0436 | кластер,Iggnita | Турция (Стамбул; офисы в Роттердаме и Ташкенте) | info@iggnita.com |  | кластер,Solar Turbines | US |  | +1 619-544-5352 | кластер
1244516,Энергосети,Энергосети · Finder · электрика и автоматика,Finder,Реле,Реле артикул 1244516,электрика и автоматика,14,шт,pn_not_found,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,15,90,C,,,,,проверка 505 строк 09.2026,"ранняя проверка 08.2026: артикул не найден. Заявлен как «Реле Finder». В номенклатуре Finder (findernet.com, DigiKey, Newark, Mouser) такого артикула нет — у Finder формат типа 40.52.9.024.0000. 7-значный номер похож на внутренний складской код. Нужен тип реле по каталогу Finder.",,,,,,,FactoryMation | US | support@factorymation.com | 1-800-972-0436 | кластер,Iggnita | Турция (Стамбул; офисы в Роттердаме и Ташкенте) | info@iggnita.com |  | кластер,Solar Turbines | US |  | +1 619-544-5352 | кластер,Classic Automation | США | sales@classicautomation.com | +1 585-241-6010 | кластер
1246274,Энергосети,Энергосети · Finder · электрика и автоматика,Finder,Реле,"Реле, артикул 1246274",электрика и автоматика,7,шт,pn_not_found,нет,unknown,,,unknown,Elettronew (каталог Finder),,https://www.elettronew.com/en/prodotti/categoria/finder-522.html,unknown,0.0,USD,1,,,,нет,15,75,C,,,,,проверка 08.2026,"ранняя проверка 08.2026: артикул не найден. Та же ссылка, что и для 1240372 — общая категория Finder. Артикула 1246274 на странице НЕТ. Одна и та же ссылка выдана как источник для двух разных PN — признак того, что цена не проверялась, а оценивалась. Вилка 15-75 USD не подтверждена.",,,,,,,Elettronew |  |  |  | по этой детали,FactoryMation | US | support@factorymation.com | 1-800-972-0436 | кластер,Iggnita | Турция (Стамбул; офисы в Роттердаме и Ташкенте) | info@iggnita.com |  | кластер,Solar Turbines | US |  | +1 619-544-5352 | кластер
